doctor_id,specialization,experience_years,performance_rating,department
D25495,Gastroenterology,32,2.28,Gastroenterology
D25496,Neurology,27,4.88,Neurology
D25497,Cardiology,26,3.28,Cardiology
D25498,Emergency,17,1.48,Emergency
D25499,Gastroenterology,16,4.33,Gastroenterology
D25500,Gastroenterology,35,4.43,Gastroenterology
D25501,Emergency,26,4.72,Emergency
D25502,Gastroenterology,38,1.03,Gastroenterology
D25503,Emergency,30,4.03,Emergency
D25504,Cardiology,37,4.07,Cardiology
D25505,Pediatrics,14,1.72,Pediatrics
D25506,Gastroenterology,18,2.96,Gastroenterology
D25507,Oncology,28,2.71,Oncology
D25508,Oncology,40,1.45,Oncology
D25509,Cardiology,16,4.93,Cardiology
D25510,Emergency,2,3.96,Emergency
D25511,Oncology,20,1.47,Oncology
D25512,Cardiology,30,3.24,Cardiology
D25513,Neurology,9,3.09,Neurology
D25514,Urology,1,2.96,Urology
D25515,Oncology,27,3.0,Oncology
D25516,Orthopedics,9,1.13,Orthopedics
D25517,Urology,20,3.62,Urology
D25518,Orthopedics,27,4.39,Orthopedics
D25519,Emergency,39,4.19,Emergency
D25520,Oncology,35,1.88,Oncology
D25521,Cardiology,33,2.47,Cardiology
D25522,Pediatrics,13,4.13,Pediatrics
D25523,Oncology,14,3.6,Oncology
D25524,Oncology,1,4.1,Oncology
D25525,Oncology,7,4.29,Oncology
D25526,Oncology,33,4.7,Oncology
D25527,Orthopedics,39,1.49,Orthopedics
D25528,Cardiology,34,1.83,Cardiology
D25529,Cardiology,28,4.88,Cardiology
D25530,Orthopedics,7,4.6,Orthopedics
D25531,Pediatrics,24,3.17,Pediatrics
D25532,Cardiology,15,3.41,Cardiology
D25533,Cardiology,24,1.69,Cardiology
D25534,Emergency,27,2.12,Emergency
D25535,Gastroenterology,39,2.5,Gastroenterology
D25536,Emergency,3,2.33,Emergency
D25537,Gastroenterology,10,4.06,Gastroenterology
D25538,Urology,12,4.81,Urology
D25539,Pediatrics,29,3.95,Pediatrics
D25540,Gastroenterology,8,4.46,Gastroenterology
D25541,Emergency,10,3.75,Emergency
D25542,Pediatrics,17,1.35,Pediatrics
D25543,Pediatrics,9,3.18,Pediatrics
D25544,Oncology,15,2.58,Oncology
D25545,Neurology,4,3.39,Neurology
D25546,Neurology,21,3.81,Neurology
D25547,Neurology,7,4.85,Neurology
D25548,Pediatrics,8,1.47,Pediatrics
D25549,Oncology,20,4.62,Oncology
D25550,Urology,7,3.73,Urology
D25551,Urology,6,3.08,Urology
D25552,Neurology,9,2.63,Neurology
D25553,Urology,14,3.87,Urology
D25554,Oncology,36,2.36,Oncology
D25555,Neurology,29,3.85,Neurology
D25556,Gastroenterology,3,3.95,Gastroenterology
D25557,Gastroenterology,31,1.73,Gastroenterology
D25558,Oncology,24,2.21,Oncology
D25559,Orthopedics,24,1.94,Orthopedics
D25560,Urology,36,4.24,Urology
D25561,Neurology,35,1.5,Neurology
D25562,Gastroenterology,25,1.26,Gastroenterology
D25563,Oncology,39,2.15,Oncology
D25564,Cardiology,21,2.44,Cardiology
D25565,Gastroenterology,15,2.72,Gastroenterology
D25566,Cardiology,34,3.73,Cardiology
D25567,Oncology,9,2.32,Oncology
D25568,Oncology,3,4.49,Oncology
D25569,Emergency,10,4.23,Emergency
D25570,Gastroenterology,15,2.58,Gastroenterology
D25571,Emergency,16,4.49,Emergency
D25572,Pediatrics,13,4.07,Pediatrics
D25573,Gastroenterology,1,4.05,Gastroenterology
D25574,Neurology,33,4.05,Neurology
D25575,Pediatrics,8,1.96,Pediatrics
D25576,Pediatrics,16,1.47,Pediatrics
D25577,Urology,35,3.56,Urology
D25578,Cardiology,14,3.32,Cardiology
D25579,Urology,27,3.65,Urology
D25580,Neurology,1,2.91,Neurology
D25581,Oncology,39,1.44,Oncology
D25582,Emergency,30,4.24,Emergency
D25583,Neurology,35,4.88,Neurology
D25584,Oncology,10,3.94,Oncology
D25585,Neurology,31,2.59,Neurology
D25586,Oncology,12,3.99,Oncology
D25587,Gastroenterology,40,1.73,Gastroenterology
D25588,Emergency,35,4.95,Emergency
D25589,Oncology,34,3.81,Oncology
D25590,Pediatrics,39,3.7,Pediatrics
D25591,Neurology,32,2.62,Neurology
D25592,Emergency,12,4.14,Emergency
D25593,Oncology,28,4.2,Oncology
D25594,Pediatrics,19,3.45,Pediatrics
D25595,Pediatrics,24,4.91,Pediatrics
D25596,Gastroenterology,20,3.13,Gastroenterology
D25597,Cardiology,22,2.49,Cardiology
D25598,Pediatrics,11,1.69,Pediatrics
D25599,Urology,28,3.11,Urology
D25600,Emergency,40,1.63,Emergency
D25601,Emergency,20,3.24,Emergency
D25602,Orthopedics,5,3.04,Orthopedics
D25603,Emergency,40,3.94,Emergency
D25604,Oncology,7,4.83,Oncology
D25605,Neurology,22,3.01,Neurology
D25606,Oncology,37,2.37,Oncology
D25607,Urology,29,1.22,Urology
D25608,Orthopedics,12,1.52,Orthopedics
D25609,Neurology,29,2.28,Neurology
D25610,Gastroenterology,36,2.93,Gastroenterology
D25611,Pediatrics,35,1.25,Pediatrics
D25612,Orthopedics,22,4.32,Orthopedics
D25613,Oncology,18,1.64,Oncology
D25614,Neurology,22,2.37,Neurology
D25615,Pediatrics,19,2.13,Pediatrics
D25616,Neurology,34,4.74,Neurology
D25617,Pediatrics,9,3.23,Pediatrics
D25618,Neurology,10,1.61,Neurology
D25619,Oncology,19,1.66,Oncology
D25620,Orthopedics,38,4.99,Orthopedics
D25621,Oncology,9,2.94,Oncology
D25622,Urology,28,3.3,Urology
D25623,Gastroenterology,30,3.93,Gastroenterology
D25624,Gastroenterology,25,3.65,Gastroenterology
D25625,Cardiology,18,1.34,Cardiology
D25626,Emergency,26,1.94,Emergency
D25627,Oncology,19,3.12,Oncology
D25628,Oncology,27,3.13,Oncology
D25629,Pediatrics,36,2.58,Pediatrics
D25630,Cardiology,4,3.88,Cardiology
D25631,Gastroenterology,26,2.28,Gastroenterology
D25632,Oncology,3,2.56,Oncology
D25633,Neurology,36,4.88,Neurology
D25634,Gastroenterology,7,1.16,Gastroenterology
D25635,Cardiology,10,2.42,Cardiology
D25636,Emergency,4,2.62,Emergency
D25637,Neurology,7,1.85,Neurology
D25638,Pediatrics,22,3.52,Pediatrics
D25639,Urology,30,2.16,Urology
D25640,Neurology,22,2.28,Neurology
D25641,Orthopedics,29,1.04,Orthopedics
D25642,Gastroenterology,11,2.25,Gastroenterology
D25643,Orthopedics,16,4.72,Orthopedics
D25644,Emergency,6,4.43,Emergency
D25645,Neurology,37,3.43,Neurology
D25646,Cardiology,13,2.94,Cardiology
D25647,Cardiology,33,2.4,Cardiology
D25648,Emergency,8,3.05,Emergency
D25649,Gastroenterology,11,1.03,Gastroenterology
D25650,Cardiology,33,4.21,Cardiology
D25651,Neurology,33,1.86,Neurology
D25652,Urology,40,2.71,Urology
D25653,Neurology,27,4.58,Neurology
D25654,Urology,39,1.03,Urology
D25655,Cardiology,18,2.49,Cardiology
D25656,Neurology,32,1.89,Neurology
D25657,Cardiology,24,4.95,Cardiology
D25658,Gastroenterology,22,3.6,Gastroenterology
D25659,Urology,3,4.35,Urology
D25660,Gastroenterology,3,4.01,Gastroenterology
D25661,Cardiology,14,1.33,Cardiology
D25662,Oncology,32,4.52,Oncology
D25663,Pediatrics,9,2.0,Pediatrics
D25664,Neurology,16,3.81,Neurology
D25665,Oncology,25,3.99,Oncology
D25666,Gastroenterology,5,4.85,Gastroenterology
D25667,Orthopedics,13,2.2,Orthopedics
D25668,Cardiology,31,4.3,Cardiology
D25669,Cardiology,21,3.3,Cardiology
D25670,Pediatrics,40,4.69,Pediatrics
D25671,Cardiology,9,2.68,Cardiology
D25672,Pediatrics,21,3.78,Pediatrics
D25673,Neurology,9,1.75,Neurology
D25674,Urology,10,4.61,Urology
D25675,Pediatrics,12,4.91,Pediatrics
D25676,Pediatrics,11,2.17,Pediatrics
D25677,Oncology,20,4.61,Oncology
D25678,Cardiology,39,1.21,Cardiology
D25679,Neurology,33,4.26,Neurology
D25680,Urology,7,2.88,Urology
D25681,Emergency,1,4.88,Emergency
D25682,Gastroenterology,14,2.04,Gastroenterology
D25683,Pediatrics,21,1.21,Pediatrics
D25684,Emergency,8,3.13,Emergency
D25685,Cardiology,17,3.91,Cardiology
D25686,Gastroenterology,15,2.91,Gastroenterology
D25687,Pediatrics,2,2.8,Pediatrics
D25688,Orthopedics,13,1.87,Orthopedics
D25689,Orthopedics,29,3.0,Orthopedics
D25690,Emergency,28,4.63,Emergency
D25691,Oncology,8,2.7,Oncology
D25692,Emergency,35,3.96,Emergency
D25693,Gastroenterology,24,4.1,Gastroenterology
D25694,Oncology,7,3.31,Oncology
D25695,Gastroenterology,28,2.34,Gastroenterology
D25696,Urology,22,3.49,Urology
D25697,Cardiology,26,3.05,Cardiology
D25698,Orthopedics,17,4.33,Orthopedics
D25699,Neurology,38,2.06,Neurology
D25700,Emergency,6,1.77,Emergency
D25701,Pediatrics,11,1.91,Pediatrics
D25702,Gastroenterology,38,2.11,Gastroenterology
D25703,Gastroenterology,2,3.44,Gastroenterology
D25704,Cardiology,32,3.26,Cardiology
D25705,Emergency,26,1.51,Emergency
D25706,Pediatrics,31,4.89,Pediatrics
D25707,Pediatrics,32,1.13,Pediatrics
D25708,Gastroenterology,35,3.81,Gastroenterology
D25709,Neurology,2,1.34,Neurology
D25710,Gastroenterology,3,1.4,Gastroenterology
D25711,Neurology,33,4.12,Neurology
D25712,Gastroenterology,7,3.05,Gastroenterology
D25713,Gastroenterology,21,2.32,Gastroenterology
D25714,Pediatrics,25,3.76,Pediatrics
D25715,Neurology,16,4.39,Neurology
D25716,Pediatrics,23,2.74,Pediatrics
D25717,Emergency,17,2.25,Emergency
D25718,Gastroenterology,33,3.9,Gastroenterology
D25719,Urology,18,3.56,Urology
D25720,Neurology,39,2.03,Neurology
D25721,Oncology,23,3.0,Oncology
D25722,Orthopedics,9,1.22,Orthopedics
D25723,Oncology,3,1.66,Oncology
D25724,Oncology,35,1.94,Oncology
D25725,Urology,24,1.98,Urology
D25726,Pediatrics,6,1.22,Pediatrics
D25727,Pediatrics,19,4.85,Pediatrics
D25728,Orthopedics,14,2.88,Orthopedics
D25729,Orthopedics,3,4.99,Orthopedics
D25730,Cardiology,6,2.3,Cardiology
D25731,Orthopedics,17,2.82,Orthopedics
D25732,Oncology,36,3.42,Oncology
D25733,Oncology,22,1.63,Oncology
D25734,Pediatrics,4,4.78,Pediatrics
D25735,Oncology,10,1.93,Oncology
D25736,Pediatrics,32,1.74,Pediatrics
D25737,Gastroenterology,4,1.57,Gastroenterology
D25738,Gastroenterology,13,3.64,Gastroenterology
D25739,Pediatrics,19,2.36,Pediatrics
D25740,Neurology,38,3.12,Neurology
D25741,Pediatrics,26,2.8,Pediatrics
D25742,Emergency,30,1.59,Emergency
D25743,Emergency,31,4.03,Emergency
D25744,Emergency,38,2.0,Emergency
D25745,Emergency,12,1.36,Emergency
D25746,Urology,19,2.51,Urology
D25747,Cardiology,23,4.76,Cardiology
D25748,Cardiology,10,2.42,Cardiology
D25749,Pediatrics,15,3.64,Pediatrics
D25750,Gastroenterology,17,4.12,Gastroenterology
D25751,Oncology,13,3.93,Oncology
D25752,Emergency,24,3.32,Emergency
D25753,Cardiology,16,1.52,Cardiology
D25754,Cardiology,39,4.83,Cardiology
D25755,Emergency,38,4.14,Emergency
D25756,Gastroenterology,30,4.89,Gastroenterology
D25757,Urology,15,3.08,Urology
D25758,Urology,4,1.92,Urology
D25759,Orthopedics,10,4.65,Orthopedics
D25760,Cardiology,40,1.95,Cardiology
D25761,Orthopedics,32,1.33,Orthopedics
D25762,Urology,21,1.11,Urology
D25763,Neurology,29,1.08,Neurology
D25764,Emergency,30,1.96,Emergency
D25765,Gastroenterology,7,1.85,Gastroenterology
D25766,Cardiology,29,4.65,Cardiology
D25767,Emergency,10,2.43,Emergency
D25768,Urology,22,1.19,Urology
D25769,Emergency,17,4.17,Emergency
D25770,Urology,18,3.88,Urology
D25771,Gastroenterology,5,1.76,Gastroenterology
D25772,Urology,39,2.78,Urology
D25773,Emergency,17,2.41,Emergency
D25774,Gastroenterology,34,4.1,Gastroenterology
D25775,Urology,4,3.35,Urology
D25776,Orthopedics,8,1.74,Orthopedics
D25777,Neurology,26,4.15,Neurology
D25778,Pediatrics,25,3.32,Pediatrics
D25779,Emergency,36,4.33,Emergency
D25780,Pediatrics,39,4.52,Pediatrics
D25781,Emergency,11,4.37,Emergency
D25782,Urology,3,1.64,Urology
D25783,Urology,40,4.6,Urology
D25784,Gastroenterology,28,1.53,Gastroenterology
D25785,Cardiology,39,1.71,Cardiology
D25786,Neurology,25,4.35,Neurology
D25787,Orthopedics,22,4.24,Orthopedics
D25788,Cardiology,13,2.61,Cardiology
D25789,Pediatrics,4,1.7,Pediatrics
D25790,Urology,28,1.86,Urology
D25791,Cardiology,19,4.9,Cardiology
D25792,Urology,3,1.28,Urology
D25793,Emergency,27,2.47,Emergency
D25794,Cardiology,11,3.54,Cardiology
D25795,Pediatrics,6,4.1,Pediatrics
D25796,Gastroenterology,31,3.72,Gastroenterology
D25797,Cardiology,29,2.44,Cardiology
D25798,Urology,8,1.94,Urology
D25799,Oncology,11,4.05,Oncology
D25800,Oncology,9,2.7,Oncology
D25801,Gastroenterology,31,1.46,Gastroenterology
D25802,Gastroenterology,1,4.9,Gastroenterology
D25803,Neurology,7,4.11,Neurology
D25804,Gastroenterology,10,3.53,Gastroenterology
D25805,Urology,9,2.33,Urology
D25806,Orthopedics,13,4.29,Orthopedics
D25807,Emergency,27,1.95,Emergency
D25808,Cardiology,18,1.18,Cardiology
D25809,Gastroenterology,16,2.53,Gastroenterology
D25810,Oncology,4,3.78,Oncology
D25811,Emergency,30,4.78,Emergency
D25812,Orthopedics,38,2.04,Orthopedics
D25813,Urology,20,1.31,Urology
D25814,Emergency,12,1.95,Emergency
D25815,Urology,28,3.98,Urology
D25816,Orthopedics,1,3.07,Orthopedics
D25817,Orthopedics,9,3.81,Orthopedics
D25818,Neurology,33,4.93,Neurology
D25819,Cardiology,1,3.03,Cardiology
D25820,Emergency,9,1.36,Emergency
D25821,Orthopedics,22,4.49,Orthopedics
D25822,Cardiology,9,1.46,Cardiology
D25823,Emergency,5,2.61,Emergency
D25824,Urology,2,4.94,Urology
D25825,Orthopedics,14,2.43,Orthopedics
D25826,Urology,12,3.02,Urology
D25827,Emergency,29,4.91,Emergency
D25828,Neurology,16,3.11,Neurology
D25829,Urology,9,4.77,Urology
D25830,Pediatrics,32,2.3,Pediatrics
D25831,Pediatrics,24,1.4,Pediatrics
D25832,Cardiology,20,2.37,Cardiology
D25833,Gastroenterology,20,4.56,Gastroenterology
D25834,Pediatrics,5,2.35,Pediatrics
D25835,Pediatrics,20,4.17,Pediatrics
D25836,Neurology,16,2.26,Neurology
D25837,Neurology,19,4.97,Neurology
D25838,Gastroenterology,12,1.9,Gastroenterology
D25839,Oncology,17,1.09,Oncology
D25840,Gastroenterology,34,4.2,Gastroenterology
D25841,Oncology,27,2.93,Oncology
D25842,Neurology,26,4.15,Neurology
D25843,Oncology,34,3.28,Oncology
D25844,Neurology,21,2.74,Neurology
D25845,Oncology,3,3.11,Oncology
D25846,Urology,36,3.71,Urology
D25847,Neurology,29,2.74,Neurology
D25848,Gastroenterology,19,3.91,Gastroenterology
D25849,Cardiology,21,1.56,Cardiology
D25850,Cardiology,12,3.73,Cardiology
D25851,Neurology,23,3.53,Neurology
D25852,Pediatrics,28,4.46,Pediatrics
D25853,Orthopedics,12,2.22,Orthopedics
D25854,Cardiology,2,2.08,Cardiology
D25855,Gastroenterology,30,3.73,Gastroenterology
D25856,Pediatrics,12,1.78,Pediatrics
D25857,Cardiology,39,4.75,Cardiology
D25858,Orthopedics,39,3.85,Orthopedics
D25859,Emergency,18,3.86,Emergency
D25860,Emergency,24,4.67,Emergency
D25861,Neurology,12,3.23,Neurology
D25862,Orthopedics,18,4.8,Orthopedics
D25863,Gastroenterology,6,2.11,Gastroenterology
D25864,Gastroenterology,8,2.44,Gastroenterology
D25865,Cardiology,15,4.15,Cardiology
D25866,Urology,7,3.4,Urology
D25867,Pediatrics,29,3.25,Pediatrics
D25868,Orthopedics,25,2.99,Orthopedics
D25869,Cardiology,13,3.47,Cardiology
D25870,Neurology,32,2.95,Neurology
D25871,Orthopedics,12,4.4,Orthopedics
D25872,Pediatrics,25,2.95,Pediatrics
D25873,Oncology,19,1.57,Oncology
D25874,Neurology,16,2.01,Neurology
D25875,Cardiology,12,4.62,Cardiology
D25876,Urology,35,3.74,Urology
D25877,Orthopedics,36,1.71,Orthopedics
D25878,Oncology,24,2.94,Oncology
D25879,Neurology,33,3.52,Neurology
D25880,Cardiology,36,3.12,Cardiology
D25881,Emergency,4,4.96,Emergency
D25882,Gastroenterology,35,3.06,Gastroenterology
D25883,Cardiology,8,4.71,Cardiology
D25884,Emergency,8,4.37,Emergency
D25885,Emergency,7,3.39,Emergency
D25886,Neurology,40,2.55,Neurology
D25887,Cardiology,25,4.99,Cardiology
D25888,Gastroenterology,35,1.37,Gastroenterology
D25889,Cardiology,15,4.37,Cardiology
D25890,Emergency,18,3.51,Emergency
D25891,Pediatrics,11,3.32,Pediatrics
D25892,Oncology,30,4.98,Oncology
D25893,Urology,29,2.26,Urology
D25894,Cardiology,23,1.12,Cardiology
D25895,Oncology,34,4.0,Oncology
D25896,Oncology,19,1.37,Oncology
D25897,Orthopedics,16,2.2,Orthopedics
D25898,Pediatrics,6,4.99,Pediatrics
D25899,Oncology,15,2.45,Oncology
D25900,Cardiology,9,2.9,Cardiology
D25901,Neurology,29,2.23,Neurology
D25902,Neurology,2,4.84,Neurology
D25903,Orthopedics,33,2.09,Orthopedics
D25904,Oncology,38,3.56,Oncology
D25905,Cardiology,23,1.29,Cardiology
D25906,Cardiology,13,1.22,Cardiology
D25907,Emergency,20,1.11,Emergency
D25908,Pediatrics,7,4.53,Pediatrics
D25909,Gastroenterology,17,1.29,Gastroenterology
D25910,Urology,21,2.36,Urology
D25911,Gastroenterology,28,2.95,Gastroenterology
D25912,Orthopedics,30,2.58,Orthopedics
D25913,Emergency,23,2.15,Emergency
D25914,Urology,21,4.13,Urology
D25915,Gastroenterology,1,4.69,Gastroenterology
D25916,Cardiology,17,3.93,Cardiology
D25917,Neurology,32,1.22,Neurology
D25918,Emergency,24,3.52,Emergency
D25919,Gastroenterology,7,2.94,Gastroenterology
D25920,Orthopedics,35,4.93,Orthopedics
D25921,Oncology,36,3.52,Oncology
D25922,Orthopedics,14,1.62,Orthopedics
D25923,Orthopedics,12,1.48,Orthopedics
D25924,Orthopedics,39,1.57,Orthopedics
D25925,Oncology,23,2.14,Oncology
D25926,Urology,14,4.12,Urology
D25927,Cardiology,25,3.6,Cardiology
D25928,Neurology,22,3.17,Neurology
D25929,Urology,37,3.62,Urology
D25930,Gastroenterology,29,4.19,Gastroenterology
D25931,Gastroenterology,8,1.55,Gastroenterology
D25932,Neurology,11,3.93,Neurology
D25933,Gastroenterology,30,4.1,Gastroenterology
D25934,Pediatrics,22,4.86,Pediatrics
D25935,Neurology,15,4.69,Neurology
D25936,Oncology,21,4.63,Oncology
D25937,Gastroenterology,25,4.03,Gastroenterology
D25938,Gastroenterology,13,1.59,Gastroenterology
D25939,Emergency,7,3.89,Emergency
D25940,Emergency,18,3.02,Emergency
D25941,Emergency,12,2.3,Emergency
D25942,Neurology,26,2.13,Neurology
D25943,Oncology,5,3.5,Oncology
D25944,Neurology,8,2.54,Neurology
D25945,Orthopedics,36,2.86,Orthopedics
D25946,Cardiology,5,2.02,Cardiology
D25947,Oncology,22,2.57,Oncology
D25948,Oncology,23,2.9,Oncology
D25949,Orthopedics,8,2.72,Orthopedics
D25950,Neurology,19,1.85,Neurology
D25951,Neurology,34,1.62,Neurology
D25952,Emergency,6,4.87,Emergency
D25953,Oncology,17,1.58,Oncology
D25954,Emergency,17,1.58,Emergency
D25955,Cardiology,15,4.72,Cardiology
D25956,Pediatrics,39,2.55,Pediatrics
D25957,Emergency,37,1.18,Emergency
D25958,Neurology,31,2.7,Neurology
D25959,Gastroenterology,22,3.84,Gastroenterology
D25960,Urology,25,3.43,Urology
D25961,Pediatrics,19,3.38,Pediatrics
D25962,Cardiology,7,4.99,Cardiology
D25963,Gastroenterology,2,2.71,Gastroenterology
D25964,Neurology,15,1.79,Neurology
D25965,Pediatrics,22,2.61,Pediatrics
D25966,Orthopedics,38,3.99,Orthopedics
D25967,Neurology,7,3.24,Neurology
D25968,Emergency,23,2.96,Emergency
D25969,Gastroenterology,2,2.63,Gastroenterology
D25970,Neurology,33,4.89,Neurology
D25971,Gastroenterology,18,3.65,Gastroenterology
D25972,Cardiology,7,3.95,Cardiology
D25973,Urology,24,3.08,Urology
D25974,Emergency,11,3.18,Emergency
D25975,Emergency,12,2.17,Emergency
D25976,Gastroenterology,18,1.88,Gastroenterology
D25977,Cardiology,37,3.94,Cardiology
D25978,Cardiology,1,1.23,Cardiology
D25979,Pediatrics,1,4.89,Pediatrics
D25980,Urology,27,4.5,Urology
D25981,Neurology,9,4.19,Neurology
D25982,Pediatrics,1,3.66,Pediatrics
D25983,Neurology,28,3.61,Neurology
D25984,Neurology,12,3.98,Neurology
D25985,Neurology,16,4.66,Neurology
D25986,Pediatrics,7,3.07,Pediatrics
D25987,Emergency,35,1.67,Emergency
D25988,Cardiology,23,1.35,Cardiology
D25989,Emergency,35,3.11,Emergency
D25990,Urology,16,3.6,Urology
D25991,Pediatrics,8,4.5,Pediatrics
D25992,Orthopedics,16,4.62,Orthopedics
D25993,Urology,6,3.83,Urology
D25994,Cardiology,36,4.63,Cardiology
D25995,Cardiology,31,4.65,Cardiology
D25996,Oncology,28,2.18,Oncology
D25997,Urology,35,2.51,Urology
D25998,Orthopedics,17,4.33,Orthopedics
D25999,Emergency,30,4.95,Emergency
D26000,Gastroenterology,9,1.53,Gastroenterology
D26001,Orthopedics,23,4.38,Orthopedics
D26002,Urology,1,2.01,Urology
D26003,Pediatrics,12,3.39,Pediatrics
D26004,Cardiology,17,2.96,Cardiology
D26005,Cardiology,33,3.69,Cardiology
D26006,Urology,22,4.57,Urology
D26007,Orthopedics,10,2.64,Orthopedics
D26008,Urology,26,3.9,Urology
D26009,Neurology,14,3.17,Neurology
D26010,Urology,25,3.15,Urology
D26011,Neurology,11,4.56,Neurology
D26012,Orthopedics,19,4.17,Orthopedics
D26013,Pediatrics,28,2.51,Pediatrics
D26014,Pediatrics,27,2.89,Pediatrics
D26015,Emergency,11,1.55,Emergency
D26016,Urology,22,1.1,Urology
D26017,Orthopedics,25,2.67,Orthopedics
D26018,Orthopedics,30,3.1,Orthopedics
D26019,Emergency,19,3.16,Emergency
D26020,Gastroenterology,39,4.96,Gastroenterology
D26021,Orthopedics,7,2.33,Orthopedics
D26022,Oncology,6,3.26,Oncology
D26023,Pediatrics,9,3.09,Pediatrics
D26024,Cardiology,18,3.3,Cardiology
D26025,Neurology,31,4.33,Neurology
D26026,Oncology,6,1.62,Oncology
D26027,Cardiology,22,2.51,Cardiology
D26028,Oncology,9,3.2,Oncology
D26029,Emergency,31,1.25,Emergency
D26030,Emergency,22,2.4,Emergency
D26031,Neurology,21,2.53,Neurology
D26032,Pediatrics,35,1.59,Pediatrics
D26033,Gastroenterology,29,4.8,Gastroenterology
D26034,Orthopedics,21,2.31,Orthopedics
D26035,Neurology,35,3.55,Neurology
D26036,Gastroenterology,23,4.65,Gastroenterology
D26037,Cardiology,40,2.9,Cardiology
D26038,Orthopedics,23,1.37,Orthopedics
D26039,Oncology,18,2.87,Oncology
D26040,Neurology,23,2.01,Neurology
D26041,Gastroenterology,1,3.82,Gastroenterology
D26042,Urology,20,2.53,Urology
D26043,Urology,16,4.39,Urology
D26044,Pediatrics,9,3.72,Pediatrics
D26045,Gastroenterology,25,4.64,Gastroenterology
D26046,Neurology,38,2.55,Neurology
D26047,Cardiology,25,4.15,Cardiology
D26048,Urology,38,4.26,Urology
D26049,Pediatrics,7,1.23,Pediatrics
D26050,Neurology,16,1.75,Neurology
D26051,Pediatrics,35,3.95,Pediatrics
D26052,Cardiology,31,3.38,Cardiology
D26053,Urology,1,1.62,Urology
D26054,Orthopedics,20,3.98,Orthopedics
D26055,Urology,27,4.23,Urology
D26056,Urology,1,3.08,Urology
D26057,Gastroenterology,37,4.89,Gastroenterology
D26058,Emergency,24,2.3,Emergency
D26059,Gastroenterology,5,4.05,Gastroenterology
D26060,Urology,11,4.88,Urology
D26061,Oncology,35,1.32,Oncology
D26062,Emergency,29,3.7,Emergency
D26063,Orthopedics,23,1.74,Orthopedics
D26064,Neurology,10,1.72,Neurology
D26065,Gastroenterology,30,2.2,Gastroenterology
D26066,Emergency,31,4.19,Emergency
D26067,Emergency,24,3.76,Emergency
D26068,Gastroenterology,14,4.15,Gastroenterology
D26069,Gastroenterology,11,1.03,Gastroenterology
D26070,Emergency,1,2.02,Emergency
D26071,Pediatrics,26,3.09,Pediatrics
D26072,Orthopedics,20,3.2,Orthopedics
D26073,Oncology,2,3.43,Oncology
D26074,Cardiology,33,2.83,Cardiology
D26075,Urology,17,2.77,Urology
D26076,Orthopedics,6,4.7,Orthopedics
D26077,Gastroenterology,12,3.71,Gastroenterology
D26078,Emergency,15,3.34,Emergency
D26079,Cardiology,3,1.27,Cardiology
D26080,Gastroenterology,22,4.05,Gastroenterology
D26081,Pediatrics,38,4.15,Pediatrics
D26082,Cardiology,21,4.99,Cardiology
D26083,Emergency,35,1.86,Emergency
D26084,Orthopedics,27,3.49,Orthopedics
D26085,Neurology,6,2.76,Neurology
D26086,Orthopedics,11,3.41,Orthopedics
D26087,Orthopedics,17,3.74,Orthopedics
D26088,Oncology,36,3.9,Oncology
D26089,Cardiology,31,2.28,Cardiology
D26090,Gastroenterology,13,3.89,Gastroenterology
D26091,Emergency,29,1.87,Emergency
D26092,Gastroenterology,38,1.01,Gastroenterology
D26093,Emergency,20,4.69,Emergency
D26094,Urology,38,4.49,Urology
D26095,Neurology,35,3.65,Neurology
D26096,Urology,39,4.17,Urology
D26097,Orthopedics,1,2.64,Orthopedics
D26098,Neurology,13,1.45,Neurology
D26099,Oncology,27,3.68,Oncology
D26100,Urology,3,3.86,Urology
D26101,Oncology,20,4.46,Oncology
D26102,Gastroenterology,28,2.17,Gastroenterology
D26103,Orthopedics,6,4.27,Orthopedics
D26104,Pediatrics,9,4.25,Pediatrics
D26105,Pediatrics,33,1.51,Pediatrics
D26106,Neurology,4,1.76,Neurology
D26107,Neurology,13,1.97,Neurology
D26108,Urology,38,3.01,Urology
D26109,Pediatrics,1,1.67,Pediatrics
D26110,Cardiology,25,1.84,Cardiology
D26111,Cardiology,1,1.87,Cardiology
D26112,Gastroenterology,32,1.61,Gastroenterology
D26113,Cardiology,19,1.26,Cardiology
D26114,Gastroenterology,17,1.98,Gastroenterology
D26115,Pediatrics,39,2.57,Pediatrics
D26116,Cardiology,12,3.54,Cardiology
D26117,Oncology,20,1.24,Oncology
D26118,Emergency,22,2.03,Emergency
D26119,Neurology,31,2.57,Neurology
D26120,Orthopedics,34,2.54,Orthopedics
D26121,Urology,23,4.51,Urology
D26122,Gastroenterology,19,1.52,Gastroenterology
D26123,Oncology,2,1.53,Oncology
D26124,Cardiology,2,1.4,Cardiology
D26125,Orthopedics,38,2.74,Orthopedics
D26126,Orthopedics,39,1.11,Orthopedics
D26127,Emergency,37,1.19,Emergency
D26128,Urology,12,4.96,Urology
D26129,Oncology,28,2.24,Oncology
D26130,Urology,11,3.22,Urology
D26131,Gastroenterology,29,1.38,Gastroenterology
D26132,Gastroenterology,21,2.8,Gastroenterology
D26133,Neurology,29,2.78,Neurology
D26134,Pediatrics,29,4.09,Pediatrics
